"","zero_day","tot_seed","Taxa","INC","COLD","plate_num","viable","chill_germ","mold","adj_total","date","germ_num","day","DAY","germ_perc"
"85","8.27.18",20,"Oenethera biennis","H","O",1,5,0,0,20,2018-08-28,0,240,1,0
"86","8.27.18",20,"Oenethera biennis","H","O",2,3,0,2,18,2018-08-28,0,240,1,0
"87","8.27.18",20,"Oenethera biennis","H","O",3,1,0,0,18,2018-08-28,0,240,1,0
"88","8.27.18",20,"Oenethera biennis","L","O",4,3,0,2,14,2018-08-28,0,240,1,0
"89","8.27.18",20,"Oenethera biennis","L","O",5,8,0,0,12,2018-08-28,0,240,1,0
"90","8.27.18",20,"Oenethera biennis","L","O",6,2,0,0,13,2018-08-28,0,240,1,0
"91","8.27.18",20,"Cryptotaenia canadensis","H","O",7,19,0,0,19,2018-08-28,0,240,1,0
"92","8.27.18",20,"Cryptotaenia canadensis","H","O",8,16,0,2,16,2018-08-28,0,240,1,0
"93","8.27.18",20,"Cryptotaenia canadensis","H","O",9,14,0,1,18,2018-08-28,0,240,1,0
"94","8.27.18",20,"Cryptotaenia canadensis","L","O",10,19,0,0,19,2018-08-28,0,240,1,0
"95","8.27.18",20,"Cryptotaenia canadensis","L","O",11,19,0,2,19,2018-08-28,0,240,1,0
"96","8.27.18",20,"Cryptotaenia canadensis","L","O",12,18,0,0,18,2018-08-28,0,240,1,0
"97","8.27.18",20,"Hesperis matronalis","H","O",13,3,0,0,19,2018-08-28,2,240,1,0.105263157894737
"98","8.27.18",20,"Hesperis matronalis","H","O",14,4,0,0,19,2018-08-28,2,240,1,0.105263157894737
"99","8.27.18",20,"Hesperis matronalis","H","O",15,4,0,0,20,2018-08-28,3,240,1,0.15
"100","8.27.18",20,"Hesperis matronalis","L","O",16,8,0,0,20,2018-08-28,1,240,1,0.05
"101","8.27.18",20,"Hesperis matronalis","L","O",17,3,0,0,20,2018-08-28,1,240,1,0.05
"102","8.27.18",20,"Hesperis matronalis","L","O",18,4,0,0,20,2018-08-28,1,240,1,0.05
"103","8.27.18",20,"Polygonum virginiatum","H","O",19,15,0,5,15,2018-08-28,0,240,1,0
"104","8.27.18",20,"Polygonum virginiatum","H","O",20,18,0,0,18,2018-08-28,0,240,1,0
"105","8.27.18",20,"Polygonum virginiatum","H","O",21,19,0,1,19,2018-08-28,0,240,1,0
"106","8.27.18",20,"Polygonum virginiatum","L","O",22,20,0,0,20,2018-08-28,0,240,1,0
"107","8.27.18",20,"Polygonum virginiatum","L","O",23,20,0,0,20,2018-08-28,0,240,1,0
"108","8.27.18",20,"Polygonum virginiatum","L","O",24,18,0,2,18,2018-08-28,0,240,1,0
"109","8.27.18",20,"Asclepias syriaca","H","O",25,3,0,1,17,2018-08-28,0,240,1,0
"110","8.27.18",20,"Asclepias syriaca","H","O",26,15,0,0,20,2018-08-28,0,240,1,0
"111","8.27.18",20,"Asclepias syriaca","H","O",27,3,0,0,18,2018-08-28,0,240,1,0
"112","8.27.18",20,"Asclepias syriaca","L","O",28,8,0,0,16,2018-08-28,0,240,1,0
"113","8.27.18",20,"Asclepias syriaca","L","O",29,15,0,0,21,2018-08-28,0,240,1,0
"114","8.27.18",20,"Asclepias syriaca","L","O",30,11,0,0,15,2018-08-28,0,240,1,0
"115","8.27.18",20,"Carex grayi","H","O",31,18,0,0,20,2018-08-28,0,240,1,0
"116","8.27.18",20,"Carex grayi","H","O",32,19,0,0,20,2018-08-28,0,240,1,0
"117","8.27.18",20,"Carex grayi","H","O",33,18,0,1,20,2018-08-28,0,240,1,0
"118","8.27.18",20,"Carex grayi","L","O",34,20,0,0,20,2018-08-28,0,240,1,0
"119","8.27.18",20,"Carex grayi","L","O",35,19,0,1,20,2018-08-28,0,240,1,0
"120","8.27.18",20,"Carex grayi","L","O",36,20,0,0,20,2018-08-28,0,240,1,0
"121","8.27.18",20,"Carex grisea","H","O",37,13,0,0,13,2018-08-28,0,240,1,0
"122","8.27.18",20,"Carex grisea","H","O",38,19,0,1,19,2018-08-28,0,240,1,0
"123","8.27.18",20,"Carex grisea","H","O",39,20,0,0,20,2018-08-28,0,240,1,0
"124","8.27.18",20,"Carex grisea","L","O",40,17,0,0,17,2018-08-28,0,240,1,0
"125","8.27.18",20,"Carex grisea","L","O",41,16,0,0,16,2018-08-28,0,240,1,0
"126","8.27.18",20,"Carex grisea","L","O",42,17,0,2,17,2018-08-28,0,240,1,0
"127","8.27.18",10,"Phlox cuspidata","H","O",43,7,0,0,8,2018-08-28,0,240,1,0
"128","8.27.18",10,"Phlox cuspidata","H","O",44,8,0,1,8,2018-08-28,0,240,1,0
"129","8.27.18",10,"Phlox cuspidata","H","O",45,8,0,0,8,2018-08-28,0,240,1,0
"130","8.27.18",10,"Phlox cuspidata","L","O",46,9,0,0,9,2018-08-28,0,240,1,0
"131","8.27.18",10,"Phlox cuspidata","L","O",47,7,0,0,9,2018-08-28,0,240,1,0
"132","8.27.18",10,"Phlox cuspidata","L","O",48,8,0,0,8,2018-08-28,0,240,1,0
"133","8.27.18",20,"Silene stellata","H","O",49,13,0,0,16,2018-08-28,0,240,1,0
"134","8.27.18",20,"Silene stellata","H","O",50,17,0,0,19,2018-08-28,0,240,1,0
"135","8.27.18",20,"Silene stellata","H","O",51,17,0,0,19,2018-08-28,0,240,1,0
"136","8.27.18",20,"Silene stellata","L","O",52,19,0,0,21,2018-08-28,0,240,1,0
"137","8.27.18",20,"Silene stellata","L","O",53,17,0,0,19,2018-08-28,0,240,1,0
"138","8.27.18",20,"Silene stellata","L","O",54,16,0,0,19,2018-08-28,0,240,1,0
"139","8.27.18",20,"Silene vulgaris","H","O",55,9,0,0,17,2018-08-28,0,240,1,0
"140","8.27.18",20,"Silene vulgaris","H","O",56,5,0,0,18,2018-08-28,0,240,1,0
"141","8.27.18",20,"Silene vulgaris","H","O",57,6,0,0,15,2018-08-28,0,240,1,0
"142","8.27.18",20,"Silene vulgaris","L","O",58,6,0,0,20,2018-08-28,0,240,1,0
"143","8.27.18",20,"Silene vulgaris","L","O",59,0,0,0,20,2018-08-28,0,240,1,0
"144","8.27.18",20,"Silene vulgaris","L","O",60,2,0,0,20,2018-08-28,0,240,1,0
"145","8.27.18",20,"Eurbia diviricata","H","O",61,7,0,8,9,2018-08-28,0,240,1,0
"146","8.27.18",20,"Eurbia diviricata","H","O",62,11,0,5,13,2018-08-28,0,240,1,0
"147","8.27.18",20,"Eurbia diviricata","H","O",63,13,0,0,13,2018-08-28,0,240,1,0
"148","8.27.18",20,"Eurbia diviricata","L","O",64,13,0,5,15,2018-08-28,0,240,1,0
"149","8.27.18",20,"Eurbia diviricata","L","O",65,14,0,2,16,2018-08-28,0,240,1,0
"150","8.27.18",20,"Eurbia diviricata","L","O",66,6,0,10,6,2018-08-28,0,240,1,0
"151","8.27.18",10,"Thalictrum dioicum","H","O",67,1,0,9,1,2018-08-28,0,240,1,0
"152","8.27.18",10,"Thalictrum dioicum","H","O",68,4,0,6,4,2018-08-28,0,240,1,0
"153","8.27.18",10,"Thalictrum dioicum","H","O",69,5,0,5,5,2018-08-28,0,240,1,0
"154","8.27.18",10,"Thalictrum dioicum","L","O",70,9,0,1,9,2018-08-28,0,240,1,0
"155","8.27.18",10,"Thalictrum dioicum","L","O",71,6,0,4,6,2018-08-28,0,240,1,0
"156","8.27.18",10,"Thalictrum dioicum","L","O",72,4,0,6,4,2018-08-28,0,240,1,0
"157","8.27.18",20,"Anemone virginana","H","O",73,1,0,0,20,2018-08-28,0,240,1,0
"158","8.27.18",20,"Anemone virginana","H","O",74,2,0,0,20,2018-08-28,0,240,1,0
"159","8.27.18",20,"Anemone virginana","H","O",75,0,0,0,17,2018-08-28,0,240,1,0
"160","8.27.18",20,"Anemone virginana","L","O",76,3,0,0,17,2018-08-28,0,240,1,0
"161","8.27.18",20,"Anemone virginana","L","O",77,3,0,0,18,2018-08-28,0,240,1,0
"162","8.27.18",20,"Anemone virginana","L","O",78,3,0,0,15,2018-08-28,0,240,1,0
