"","zero_day","tot_seed","Taxa","INC","COLD","plate_num","viable","chill_germ","mold","adj_total","date","germ_num","day","DAY","germ.daily"
"44","8.27.18",10,"Phlox cuspidata","H","0",44,8,0,1,8,2018-08-27,0,239,0,0
"45","8.27.18",10,"Phlox cuspidata","H","0",45,8,0,0,8,2018-08-27,0,239,0,0
"46","8.27.18",10,"Phlox cuspidata","L","0",46,9,0,0,9,2018-08-27,0,239,0,0
"47","8.27.18",10,"Phlox cuspidata","L","0",47,7,0,0,9,2018-08-27,0,239,0,0
"48","8.27.18",10,"Phlox cuspidata","L","0",48,8,0,0,8,2018-08-27,0,239,0,0
"49","8.27.18",20,"Silene stellata","H","0",49,13,0,0,16,2018-08-27,0,239,0,0
"50","8.27.18",20,"Silene stellata","H","0",50,17,0,0,19,2018-08-27,0,239,0,0
"51","8.27.18",20,"Silene stellata","H","0",51,17,0,0,19,2018-08-27,0,239,0,0
"52","8.27.18",20,"Silene stellata","L","0",52,19,0,0,21,2018-08-27,0,239,0,0
"53","8.27.18",20,"Silene stellata","L","0",53,17,0,0,19,2018-08-27,0,239,0,0
"54","8.27.18",20,"Silene stellata","L","0",54,16,0,0,19,2018-08-27,0,239,0,0
"55","8.27.18",20,"Silene vulgaris","H","0",55,9,0,0,17,2018-08-27,0,239,0,0
"56","8.27.18",20,"Silene vulgaris","H","0",56,5,0,0,18,2018-08-27,0,239,0,0
"57","8.27.18",20,"Silene vulgaris","H","0",57,6,0,0,15,2018-08-27,0,239,0,0
"58","8.27.18",20,"Silene vulgaris","L","0",58,6,0,0,20,2018-08-27,0,239,0,0
"59","8.27.18",20,"Silene vulgaris","L","0",59,0,0,0,20,2018-08-27,0,239,0,0
"60","8.27.18",20,"Silene vulgaris","L","0",60,2,0,0,20,2018-08-27,0,239,0,0
"61","8.27.18",20,"Eurbia diviricata","H","0",61,7,0,8,9,2018-08-27,0,239,0,0
"62","8.27.18",20,"Eurbia diviricata","H","0",62,11,0,5,13,2018-08-27,0,239,0,0
"63","8.27.18",20,"Eurbia diviricata","H","0",63,13,0,0,13,2018-08-27,0,239,0,0
"64","8.27.18",20,"Eurbia diviricata","L","0",64,13,0,5,15,2018-08-27,0,239,0,0
"65","8.27.18",20,"Eurbia diviricata","L","0",65,14,0,2,16,2018-08-27,0,239,0,0
"66","8.27.18",20,"Eurbia diviricata","L","0",66,6,0,10,6,2018-08-27,0,239,0,0
"67","8.27.18",10,"Thalictrum dioicum","H","0",67,1,0,9,1,2018-08-27,0,239,0,0
"68","8.27.18",10,"Thalictrum dioicum","H","0",68,4,0,6,4,2018-08-27,0,239,0,0
"69","8.27.18",10,"Thalictrum dioicum","H","0",69,5,0,5,5,2018-08-27,0,239,0,0
"70","8.27.18",10,"Thalictrum dioicum","L","0",70,9,0,1,9,2018-08-27,0,239,0,0
"71","8.27.18",10,"Thalictrum dioicum","L","0",71,6,0,4,6,2018-08-27,0,239,0,0
"72","8.27.18",10,"Thalictrum dioicum","L","0",72,4,0,6,4,2018-08-27,0,239,0,0
"73","8.27.18",20,"Anemone virginana","H","0",73,1,0,0,20,2018-08-27,0,239,0,0
"74","8.27.18",20,"Anemone virginana","H","0",74,2,0,0,20,2018-08-27,0,239,0,0
"75","8.27.18",20,"Anemone virginana","H","0",75,0,0,0,17,2018-08-27,0,239,0,0
"76","8.27.18",20,"Anemone virginana","L","0",76,3,0,0,17,2018-08-27,0,239,0,0
"77","8.27.18",20,"Anemone virginana","L","0",77,3,0,0,18,2018-08-27,0,239,0,0
"78","8.27.18",20,"Anemone virginana","L","0",78,3,0,0,15,2018-08-27,0,239,0,0
"79","8.27.18",10,"Impatiens capensis","H","0",79,1,0,9,1,2018-08-27,0,239,0,0
"80","8.27.18",10,"Impatiens capensis","H","0",80,0,0,10,0,2018-08-27,0,239,0,0
"81","8.27.18",10,"Impatiens capensis","H","0",81,4,0,8,4,2018-08-27,0,239,0,0
"82","8.27.18",10,"Impatiens capensis","L","0",82,0,0,10,0,2018-08-27,0,239,0,0
"83","8.27.18",10,"Impatiens capensis","L","0",83,0,0,0,0,2018-08-27,0,239,0,0
"84","8.27.18",10,"Impatiens capensis","L","0",84,0,0,0,0,2018-08-27,0,239,0,0
"85","8.27.18",20,"Oenethera biennis","H","0",1,5,0,0,20,2018-08-28,0,240,1,0
"86","8.27.18",20,"Oenethera biennis","H","0",2,3,0,2,18,2018-08-28,0,240,1,0
"87","8.27.18",20,"Oenethera biennis","H","0",3,1,0,0,18,2018-08-28,0,240,1,0
"88","8.27.18",20,"Oenethera biennis","L","0",4,3,0,2,15,2018-08-28,0,240,1,0
"89","8.27.18",20,"Oenethera biennis","L","0",5,8,0,0,12,2018-08-28,0,240,1,0
"90","8.27.18",20,"Oenethera biennis","L","0",6,2,0,0,13,2018-08-28,0,240,1,0
"91","8.27.18",20,"Cryptotaenia canadensis","H","0",7,19,0,0,19,2018-08-28,0,240,1,0
"92","8.27.18",20,"Cryptotaenia canadensis","H","0",8,16,0,2,16,2018-08-28,0,240,1,0
"93","8.27.18",20,"Cryptotaenia canadensis","H","0",9,14,0,1,18,2018-08-28,0,240,1,0
"94","8.27.18",20,"Cryptotaenia canadensis","L","0",10,19,0,0,19,2018-08-28,0,240,1,0
"95","8.27.18",20,"Cryptotaenia canadensis","L","0",11,19,0,2,19,2018-08-28,0,240,1,0
"96","8.27.18",20,"Cryptotaenia canadensis","L","0",12,18,0,0,18,2018-08-28,0,240,1,0
"97","8.27.18",20,"Hesperis matronalis","H","0",13,3,0,0,19,2018-08-28,2,240,1,2
"98","8.27.18",20,"Hesperis matronalis","H","0",14,4,0,0,19,2018-08-28,2,240,1,2
"99","8.27.18",20,"Hesperis matronalis","H","0",15,4,0,0,20,2018-08-28,3,240,1,3
"100","8.27.18",20,"Hesperis matronalis","L","0",16,8,0,0,20,2018-08-28,1,240,1,1
"101","8.27.18",20,"Hesperis matronalis","L","0",17,3,0,0,20,2018-08-28,1,240,1,1
"102","8.27.18",20,"Hesperis matronalis","L","0",18,4,0,0,20,2018-08-28,1,240,1,1
"103","8.27.18",20,"Polygonum virginiatum","H","0",19,15,0,5,15,2018-08-28,0,240,1,0
"104","8.27.18",20,"Polygonum virginiatum","H","0",20,18,0,0,18,2018-08-28,0,240,1,0
"105","8.27.18",20,"Polygonum virginiatum","H","0",21,19,0,1,19,2018-08-28,0,240,1,0
"106","8.27.18",20,"Polygonum virginiatum","L","0",22,20,0,0,20,2018-08-28,0,240,1,0
"107","8.27.18",20,"Polygonum virginiatum","L","0",23,20,0,0,20,2018-08-28,0,240,1,0
"108","8.27.18",20,"Polygonum virginiatum","L","0",24,18,0,2,18,2018-08-28,0,240,1,0
"109","8.27.18",20,"Asclepias syriaca","H","0",25,3,0,1,17,2018-08-28,0,240,1,0
"110","8.27.18",20,"Asclepias syriaca","H","0",26,15,0,0,20,2018-08-28,0,240,1,0
"111","8.27.18",20,"Asclepias syriaca","H","0",27,3,0,0,18,2018-08-28,0,240,1,0
"112","8.27.18",20,"Asclepias syriaca","L","0",28,8,0,0,16,2018-08-28,0,240,1,0
"113","8.27.18",20,"Asclepias syriaca","L","0",29,15,0,0,21,2018-08-28,0,240,1,0
"114","8.27.18",20,"Asclepias syriaca","L","0",30,11,0,0,15,2018-08-28,0,240,1,0
"115","8.27.18",20,"Carex grayi","H","0",31,18,0,0,18,2018-08-28,0,240,1,0
"116","8.27.18",20,"Carex grayi","H","0",32,19,0,0,20,2018-08-28,0,240,1,0
"117","8.27.18",20,"Carex grayi","H","0",33,18,0,1,19,2018-08-28,0,240,1,0
"118","8.27.18",20,"Carex grayi","L","0",34,20,0,0,20,2018-08-28,0,240,1,0
"119","8.27.18",20,"Carex grayi","L","0",35,19,0,1,19,2018-08-28,0,240,1,0
"120","8.27.18",20,"Carex grayi","L","0",36,20,0,0,20,2018-08-28,0,240,1,0
"121","8.27.18",20,"Carex grisea","H","0",37,13,0,0,13,2018-08-28,0,240,1,0
"122","8.27.18",20,"Carex grisea","H","0",38,19,0,1,19,2018-08-28,0,240,1,0
"123","8.27.18",20,"Carex grisea","H","0",39,20,0,0,20,2018-08-28,0,240,1,0
"124","8.27.18",20,"Carex grisea","L","0",40,17,0,0,17,2018-08-28,0,240,1,0
"125","8.27.18",20,"Carex grisea","L","0",41,16,0,0,16,2018-08-28,0,240,1,0
"126","8.27.18",20,"Carex grisea","L","0",42,17,0,2,17,2018-08-28,0,240,1,0
"127","8.27.18",10,"Phlox cuspidata","H","0",43,7,0,0,8,2018-08-28,0,240,1,0
"128","8.27.18",10,"Phlox cuspidata","H","0",44,8,0,1,8,2018-08-28,0,240,1,0
"129","8.27.18",10,"Phlox cuspidata","H","0",45,8,0,0,8,2018-08-28,0,240,1,0
"130","8.27.18",10,"Phlox cuspidata","L","0",46,9,0,0,9,2018-08-28,0,240,1,0
"131","8.27.18",10,"Phlox cuspidata","L","0",47,7,0,0,9,2018-08-28,0,240,1,0
"132","8.27.18",10,"Phlox cuspidata","L","0",48,8,0,0,8,2018-08-28,0,240,1,0
"133","8.27.18",20,"Silene stellata","H","0",49,13,0,0,16,2018-08-28,0,240,1,0
"134","8.27.18",20,"Silene stellata","H","0",50,17,0,0,19,2018-08-28,0,240,1,0
"135","8.27.18",20,"Silene stellata","H","0",51,17,0,0,19,2018-08-28,0,240,1,0
"136","8.27.18",20,"Silene stellata","L","0",52,19,0,0,21,2018-08-28,0,240,1,0
"137","8.27.18",20,"Silene stellata","L","0",53,17,0,0,19,2018-08-28,0,240,1,0
"138","8.27.18",20,"Silene stellata","L","0",54,16,0,0,19,2018-08-28,0,240,1,0
"139","8.27.18",20,"Silene vulgaris","H","0",55,9,0,0,17,2018-08-28,0,240,1,0
"140","8.27.18",20,"Silene vulgaris","H","0",56,5,0,0,18,2018-08-28,0,240,1,0
"141","8.27.18",20,"Silene vulgaris","H","0",57,6,0,0,15,2018-08-28,0,240,1,0
"142","8.27.18",20,"Silene vulgaris","L","0",58,6,0,0,20,2018-08-28,0,240,1,0
"143","8.27.18",20,"Silene vulgaris","L","0",59,0,0,0,20,2018-08-28,0,240,1,0
"144","8.27.18",20,"Silene vulgaris","L","0",60,2,0,0,20,2018-08-28,0,240,1,0
"145","8.27.18",20,"Eurbia diviricata","H","0",61,7,0,8,9,2018-08-28,0,240,1,0
"146","8.27.18",20,"Eurbia diviricata","H","0",62,11,0,5,13,2018-08-28,0,240,1,0
"147","8.27.18",20,"Eurbia diviricata","H","0",63,13,0,0,13,2018-08-28,0,240,1,0
"148","8.27.18",20,"Eurbia diviricata","L","0",64,13,0,5,15,2018-08-28,0,240,1,0
"149","8.27.18",20,"Eurbia diviricata","L","0",65,14,0,2,16,2018-08-28,0,240,1,0
"150","8.27.18",20,"Eurbia diviricata","L","0",66,6,0,10,6,2018-08-28,0,240,1,0
"151","8.27.18",10,"Thalictrum dioicum","H","0",67,1,0,9,1,2018-08-28,0,240,1,0
"152","8.27.18",10,"Thalictrum dioicum","H","0",68,4,0,6,4,2018-08-28,0,240,1,0
"153","8.27.18",10,"Thalictrum dioicum","H","0",69,5,0,5,5,2018-08-28,0,240,1,0
"154","8.27.18",10,"Thalictrum dioicum","L","0",70,9,0,1,9,2018-08-28,0,240,1,0
"155","8.27.18",10,"Thalictrum dioicum","L","0",71,6,0,4,6,2018-08-28,0,240,1,0
"156","8.27.18",10,"Thalictrum dioicum","L","0",72,4,0,6,4,2018-08-28,0,240,1,0
"157","8.27.18",20,"Anemone virginana","H","0",73,1,0,0,20,2018-08-28,0,240,1,0
"158","8.27.18",20,"Anemone virginana","H","0",74,2,0,0,20,2018-08-28,0,240,1,0
"159","8.27.18",20,"Anemone virginana","H","0",75,0,0,0,17,2018-08-28,0,240,1,0
"160","8.27.18",20,"Anemone virginana","L","0",76,3,0,0,17,2018-08-28,0,240,1,0
"161","8.27.18",20,"Anemone virginana","L","0",77,3,0,0,18,2018-08-28,0,240,1,0
"162","8.27.18",20,"Anemone virginana","L","0",78,3,0,0,15,2018-08-28,0,240,1,0
"163","8.27.18",10,"Impatiens capensis","H","0",79,1,0,9,1,2018-08-28,0,240,1,0
"164","8.27.18",10,"Impatiens capensis","H","0",80,0,0,10,0,2018-08-28,0,240,1,0
"165","8.27.18",10,"Impatiens capensis","H","0",81,4,0,8,4,2018-08-28,0,240,1,0
"166","8.27.18",10,"Impatiens capensis","L","0",82,0,0,10,0,2018-08-28,0,240,1,0
"167","8.27.18",10,"Impatiens capensis","L","0",83,0,0,0,0,2018-08-28,0,240,1,0
"168","8.27.18",10,"Impatiens capensis","L","0",84,0,0,0,0,2018-08-28,0,240,1,0
"169","8.27.18",20,"Oenethera biennis","H","0",1,5,0,0,20,2018-08-29,0,241,2,0
"170","8.27.18",20,"Oenethera biennis","H","0",2,3,0,2,18,2018-08-29,0,241,2,0
"171","8.27.18",20,"Oenethera biennis","H","0",3,1,0,0,18,2018-08-29,0,241,2,0
"172","8.27.18",20,"Oenethera biennis","L","0",4,3,0,2,15,2018-08-29,0,241,2,0
"173","8.27.18",20,"Oenethera biennis","L","0",5,8,0,0,12,2018-08-29,0,241,2,0
"174","8.27.18",20,"Oenethera biennis","L","0",6,2,0,0,13,2018-08-29,0,241,2,0
"175","8.27.18",20,"Cryptotaenia canadensis","H","0",7,19,0,0,19,2018-08-29,0,241,2,0
"176","8.27.18",20,"Cryptotaenia canadensis","H","0",8,16,0,2,16,2018-08-29,0,241,2,0
"177","8.27.18",20,"Cryptotaenia canadensis","H","0",9,14,0,1,18,2018-08-29,0,241,2,0
"178","8.27.18",20,"Cryptotaenia canadensis","L","0",10,19,0,0,19,2018-08-29,0,241,2,0
"179","8.27.18",20,"Cryptotaenia canadensis","L","0",11,19,0,2,19,2018-08-29,0,241,2,0
"180","8.27.18",20,"Cryptotaenia canadensis","L","0",12,18,0,0,18,2018-08-29,0,241,2,0
"181","8.27.18",20,"Hesperis matronalis","H","0",13,3,0,0,19,2018-08-29,7,241,2,5
"182","8.27.18",20,"Hesperis matronalis","H","0",14,4,0,0,19,2018-08-29,5,241,2,3
"183","8.27.18",20,"Hesperis matronalis","H","0",15,4,0,0,20,2018-08-29,6,241,2,3
"184","8.27.18",20,"Hesperis matronalis","L","0",16,8,0,0,20,2018-08-29,3,241,2,2
"185","8.27.18",20,"Hesperis matronalis","L","0",17,3,0,0,20,2018-08-29,3,241,2,2
"186","8.27.18",20,"Hesperis matronalis","L","0",18,4,0,0,20,2018-08-29,2,241,2,1
"187","8.27.18",20,"Polygonum virginiatum","H","0",19,15,0,5,15,2018-08-29,0,241,2,0
"188","8.27.18",20,"Polygonum virginiatum","H","0",20,18,0,0,18,2018-08-29,0,241,2,0
"189","8.27.18",20,"Polygonum virginiatum","H","0",21,19,0,1,19,2018-08-29,0,241,2,0
"190","8.27.18",20,"Polygonum virginiatum","L","0",22,20,0,0,20,2018-08-29,0,241,2,0
"191","8.27.18",20,"Polygonum virginiatum","L","0",23,20,0,0,20,2018-08-29,0,241,2,0
"192","8.27.18",20,"Polygonum virginiatum","L","0",24,18,0,2,18,2018-08-29,0,241,2,0
"193","8.27.18",20,"Asclepias syriaca","H","0",25,3,0,1,17,2018-08-29,0,241,2,0
"194","8.27.18",20,"Asclepias syriaca","H","0",26,15,0,0,20,2018-08-29,0,241,2,0
"195","8.27.18",20,"Asclepias syriaca","H","0",27,3,0,0,18,2018-08-29,0,241,2,0
"196","8.27.18",20,"Asclepias syriaca","L","0",28,8,0,0,16,2018-08-29,0,241,2,0
"197","8.27.18",20,"Asclepias syriaca","L","0",29,15,0,0,21,2018-08-29,0,241,2,0
"198","8.27.18",20,"Asclepias syriaca","L","0",30,11,0,0,15,2018-08-29,0,241,2,0
"199","8.27.18",20,"Carex grayi","H","0",31,18,0,0,18,2018-08-29,0,241,2,0
"200","8.27.18",20,"Carex grayi","H","0",32,19,0,0,20,2018-08-29,0,241,2,0
"201","8.27.18",20,"Carex grayi","H","0",33,18,0,1,19,2018-08-29,0,241,2,0
"202","8.27.18",20,"Carex grayi","L","0",34,20,0,0,20,2018-08-29,0,241,2,0
"203","8.27.18",20,"Carex grayi","L","0",35,19,0,1,19,2018-08-29,0,241,2,0
"204","8.27.18",20,"Carex grayi","L","0",36,20,0,0,20,2018-08-29,0,241,2,0
"205","8.27.18",20,"Carex grisea","H","0",37,13,0,0,13,2018-08-29,0,241,2,0
"206","8.27.18",20,"Carex grisea","H","0",38,19,0,1,19,2018-08-29,0,241,2,0
"207","8.27.18",20,"Carex grisea","H","0",39,20,0,0,20,2018-08-29,0,241,2,0
"208","8.27.18",20,"Carex grisea","L","0",40,17,0,0,17,2018-08-29,0,241,2,0
"209","8.27.18",20,"Carex grisea","L","0",41,16,0,0,16,2018-08-29,0,241,2,0
"210","8.27.18",20,"Carex grisea","L","0",42,17,0,2,17,2018-08-29,0,241,2,0
"211","8.27.18",10,"Phlox cuspidata","H","0",43,7,0,0,8,2018-08-29,0,241,2,0
"212","8.27.18",10,"Phlox cuspidata","H","0",44,8,0,1,8,2018-08-29,0,241,2,0
"213","8.27.18",10,"Phlox cuspidata","H","0",45,8,0,0,8,2018-08-29,0,241,2,0
"214","8.27.18",10,"Phlox cuspidata","L","0",46,9,0,0,9,2018-08-29,0,241,2,0
"215","8.27.18",10,"Phlox cuspidata","L","0",47,7,0,0,9,2018-08-29,0,241,2,0
"216","8.27.18",10,"Phlox cuspidata","L","0",48,8,0,0,8,2018-08-29,0,241,2,0
"217","8.27.18",20,"Silene stellata","H","0",49,13,0,0,16,2018-08-29,0,241,2,0
"218","8.27.18",20,"Silene stellata","H","0",50,17,0,0,19,2018-08-29,0,241,2,0
"219","8.27.18",20,"Silene stellata","H","0",51,17,0,0,19,2018-08-29,0,241,2,0
"220","8.27.18",20,"Silene stellata","L","0",52,19,0,0,21,2018-08-29,0,241,2,0
"221","8.27.18",20,"Silene stellata","L","0",53,17,0,0,19,2018-08-29,0,241,2,0
"222","8.27.18",20,"Silene stellata","L","0",54,16,0,0,19,2018-08-29,0,241,2,0
"223","8.27.18",20,"Silene vulgaris","H","0",55,9,0,0,17,2018-08-29,0,241,2,0
"224","8.27.18",20,"Silene vulgaris","H","0",56,5,0,0,18,2018-08-29,0,241,2,0
"225","8.27.18",20,"Silene vulgaris","H","0",57,6,0,0,15,2018-08-29,1,241,2,1
"226","8.27.18",20,"Silene vulgaris","L","0",58,6,0,0,20,2018-08-29,0,241,2,0
"227","8.27.18",20,"Silene vulgaris","L","0",59,0,0,0,20,2018-08-29,0,241,2,0
"228","8.27.18",20,"Silene vulgaris","L","0",60,2,0,0,20,2018-08-29,0,241,2,0
"229","8.27.18",20,"Eurbia diviricata","H","0",61,7,0,8,9,2018-08-29,0,241,2,0
"230","8.27.18",20,"Eurbia diviricata","H","0",62,11,0,5,13,2018-08-29,0,241,2,0
"231","8.27.18",20,"Eurbia diviricata","H","0",63,13,0,0,13,2018-08-29,0,241,2,0
"232","8.27.18",20,"Eurbia diviricata","L","0",64,13,0,5,15,2018-08-29,0,241,2,0
"233","8.27.18",20,"Eurbia diviricata","L","0",65,14,0,2,16,2018-08-29,0,241,2,0
"234","8.27.18",20,"Eurbia diviricata","L","0",66,6,0,10,6,2018-08-29,0,241,2,0
"235","8.27.18",10,"Thalictrum dioicum","H","0",67,1,0,9,1,2018-08-29,0,241,2,0
"236","8.27.18",10,"Thalictrum dioicum","H","0",68,4,0,6,4,2018-08-29,0,241,2,0
"237","8.27.18",10,"Thalictrum dioicum","H","0",69,5,0,5,5,2018-08-29,0,241,2,0
"238","8.27.18",10,"Thalictrum dioicum","L","0",70,9,0,1,9,2018-08-29,0,241,2,0
"239","8.27.18",10,"Thalictrum dioicum","L","0",71,6,0,4,6,2018-08-29,0,241,2,0
"240","8.27.18",10,"Thalictrum dioicum","L","0",72,4,0,6,4,2018-08-29,0,241,2,0
"241","8.27.18",20,"Anemone virginana","H","0",73,1,0,0,20,2018-08-29,0,241,2,0
"242","8.27.18",20,"Anemone virginana","H","0",74,2,0,0,20,2018-08-29,0,241,2,0
"243","8.27.18",20,"Anemone virginana","H","0",75,0,0,0,17,2018-08-29,0,241,2,0
"244","8.27.18",20,"Anemone virginana","L","0",76,3,0,0,17,2018-08-29,0,241,2,0
"245","8.27.18",20,"Anemone virginana","L","0",77,3,0,0,18,2018-08-29,0,241,2,0
"246","8.27.18",20,"Anemone virginana","L","0",78,3,0,0,15,2018-08-29,0,241,2,0
"247","8.27.18",10,"Impatiens capensis","H","0",79,1,0,9,1,2018-08-29,0,241,2,0
"248","8.27.18",10,"Impatiens capensis","H","0",80,0,0,10,0,2018-08-29,0,241,2,0
"249","8.27.18",10,"Impatiens capensis","H","0",81,4,0,8,4,2018-08-29,0,241,2,0
"250","8.27.18",10,"Impatiens capensis","L","0",82,0,0,10,0,2018-08-29,0,241,2,0
"251","8.27.18",10,"Impatiens capensis","L","0",83,0,0,0,0,2018-08-29,0,241,2,0
"252","8.27.18",10,"Impatiens capensis","L","0",84,0,0,0,0,2018-08-29,0,241,2,0
"253","8.27.18",20,"Oenethera biennis","H","0",1,5,0,0,20,2018-08-30,6,242,3,6
"254","8.27.18",20,"Oenethera biennis","H","0",2,3,0,2,18,2018-08-30,10,242,3,10
"255","8.27.18",20,"Oenethera biennis","H","0",3,1,0,0,18,2018-08-30,10,242,3,10
"256","8.27.18",20,"Oenethera biennis","L","0",4,3,0,2,15,2018-08-30,0,242,3,0
"257","8.27.18",20,"Oenethera biennis","L","0",5,8,0,0,12,2018-08-30,0,242,3,0
"258","8.27.18",20,"Oenethera biennis","L","0",6,2,0,0,13,2018-08-30,0,242,3,0
"259","8.27.18",20,"Cryptotaenia canadensis","H","0",7,19,0,0,19,2018-08-30,0,242,3,0
"260","8.27.18",20,"Cryptotaenia canadensis","H","0",8,16,0,2,16,2018-08-30,0,242,3,0
"261","8.27.18",20,"Cryptotaenia canadensis","H","0",9,14,0,1,18,2018-08-30,0,242,3,0
"262","8.27.18",20,"Cryptotaenia canadensis","L","0",10,19,0,0,19,2018-08-30,0,242,3,0
"263","8.27.18",20,"Cryptotaenia canadensis","L","0",11,19,0,2,19,2018-08-30,0,242,3,0
"264","8.27.18",20,"Cryptotaenia canadensis","L","0",12,18,0,0,18,2018-08-30,0,242,3,0
"265","8.27.18",20,"Hesperis matronalis","H","0",13,3,0,0,19,2018-08-30,16,242,3,9
"266","8.27.18",20,"Hesperis matronalis","H","0",14,4,0,0,19,2018-08-30,14,242,3,9
"267","8.27.18",20,"Hesperis matronalis","H","0",15,4,0,0,20,2018-08-30,11,242,3,5
"268","8.27.18",20,"Hesperis matronalis","L","0",16,8,0,0,20,2018-08-30,6,242,3,3
"269","8.27.18",20,"Hesperis matronalis","L","0",17,3,0,0,20,2018-08-30,7,242,3,4
"270","8.27.18",20,"Hesperis matronalis","L","0",18,4,0,0,20,2018-08-30,11,242,3,9
"271","8.27.18",20,"Polygonum virginiatum","H","0",19,15,0,5,15,2018-08-30,0,242,3,0
"272","8.27.18",20,"Polygonum virginiatum","H","0",20,18,0,0,18,2018-08-30,0,242,3,0
"273","8.27.18",20,"Polygonum virginiatum","H","0",21,19,0,1,19,2018-08-30,0,242,3,0
"274","8.27.18",20,"Polygonum virginiatum","L","0",22,20,0,0,20,2018-08-30,0,242,3,0
