"","Taxa","INC","COLD","plate_num","date","DAY","germinated","chill_time","warmT"
"4976.1","Eurbia diviricata","L","D",270,"2018-10-19",11,1,42,20
"4981","Hesperis matronalis","L","D",323,"2018-10-19",11,1,42,20
"4988","Polygonum virginiatum","H","D",398,"2018-10-19",11,1,42,25
"4989","Polygonum virginiatum","H","D",399,"2018-10-19",11,1,42,25
"4990","Polygonum virginiatum","L","D",400,"2018-10-19",11,1,42,20
"4990.1","Polygonum virginiatum","L","D",400,"2018-10-19",11,1,42,20
"4991","Polygonum virginiatum","L","D",401,"2018-10-19",11,1,42,20
"4997","Silene vulgaris","H","D",484,"2018-10-19",11,1,42,25
"4997.1","Silene vulgaris","H","D",484,"2018-10-19",11,1,42,25
"4997.2","Silene vulgaris","H","D",484,"2018-10-19",11,1,42,25
"4997.3","Silene vulgaris","H","D",484,"2018-10-19",11,1,42,25
"4998","Silene vulgaris","H","D",485,"2018-10-19",11,1,42,25
"5001","Silene vulgaris","L","D",488,"2018-10-19",11,1,42,20
"5001.1","Silene vulgaris","L","D",488,"2018-10-19",11,1,42,20
"5002","Silene vulgaris","L","D",489,"2018-10-19",11,1,42,20
"5006","Silene stellata","L","D",541,"2018-10-19",11,1,42,20
"5008","Silene stellata","L","D",543,"2018-10-19",11,1,42,20
"5009","Anemone virginana","H","D",592,"2018-10-19",11,1,42,25
"5009.1","Anemone virginana","H","D",592,"2018-10-19",11,1,42,25
"5009.2","Anemone virginana","H","D",592,"2018-10-19",11,1,42,25
"5009.3","Anemone virginana","H","D",592,"2018-10-19",11,1,42,25
"5009.4","Anemone virginana","H","D",592,"2018-10-19",11,1,42,25
"5009.5","Anemone virginana","H","D",592,"2018-10-19",11,1,42,25
"5010","Anemone virginana","H","D",593,"2018-10-19",11,1,42,25
"5011","Anemone virginana","H","D",594,"2018-10-19",11,1,42,25
"5012","Anemone virginana","L","D",595,"2018-10-19",11,1,42,20
"5012.1","Anemone virginana","L","D",595,"2018-10-19",11,1,42,20
"5012.2","Anemone virginana","L","D",595,"2018-10-19",11,1,42,20
"5012.3","Anemone virginana","L","D",595,"2018-10-19",11,1,42,20
"5012.4","Anemone virginana","L","D",595,"2018-10-19",11,1,42,20
"5015","Thalictrum dioicum","H","D",646,"2018-10-19",11,1,42,25
"5018","Thalictrum dioicum","L","D",649,"2018-10-19",11,1,42,20
"5020","Thalictrum dioicum","L","D",651,"2018-10-19",11,1,42,20
"5035","Asclepias syriaca","H","D",151,"2018-10-21",13,1,42,25
"5035.1","Asclepias syriaca","H","D",151,"2018-10-21",13,1,42,25
"5036","Asclepias syriaca","H","D",152,"2018-10-21",13,1,42,25
"5038","Asclepias syriaca","L","D",154,"2018-10-21",13,1,42,20
"5038.1","Asclepias syriaca","L","D",154,"2018-10-21",13,1,42,20
"5038.2","Asclepias syriaca","L","D",154,"2018-10-21",13,1,42,20
"5038.3","Asclepias syriaca","L","D",154,"2018-10-21",13,1,42,20
"5038.4","Asclepias syriaca","L","D",154,"2018-10-21",13,1,42,20
"5039","Asclepias syriaca","L","D",155,"2018-10-21",13,1,42,20
"5039.1","Asclepias syriaca","L","D",155,"2018-10-21",13,1,42,20
"5039.2","Asclepias syriaca","L","D",155,"2018-10-21",13,1,42,20
"5039.3","Asclepias syriaca","L","D",155,"2018-10-21",13,1,42,20
"5044","Cryptotaenia canadensis","L","D",202,"2018-10-21",13,1,42,20
"5046","Cryptotaenia canadensis","L","D",204,"2018-10-21",13,1,42,20
"5047","Eurbia diviricata","H","D",265,"2018-10-21",13,1,42,25
"5047.1","Eurbia diviricata","H","D",265,"2018-10-21",13,1,42,25
"5048","Eurbia diviricata","H","D",266,"2018-10-21",13,1,42,25
"5050","Eurbia diviricata","L","D",268,"2018-10-21",13,1,42,20
"5050.1","Eurbia diviricata","L","D",268,"2018-10-21",13,1,42,20
"5051","Eurbia diviricata","L","D",269,"2018-10-21",13,1,42,20
"5052","Eurbia diviricata","L","D",270,"2018-10-21",13,1,42,20
"5052.1","Eurbia diviricata","L","D",270,"2018-10-21",13,1,42,20
"5063","Polygonum virginiatum","H","D",397,"2018-10-21",13,1,42,25
"5065","Polygonum virginiatum","H","D",399,"2018-10-21",13,1,42,25
"5066","Polygonum virginiatum","L","D",400,"2018-10-21",13,1,42,20
"5068","Polygonum virginiatum","L","D",402,"2018-10-21",13,1,42,20
"5073","Silene vulgaris","H","D",484,"2018-10-21",13,1,42,25
"5085","Anemone virginana","H","D",592,"2018-10-21",13,1,42,25
"5085.1","Anemone virginana","H","D",592,"2018-10-21",13,1,42,25
"5085.2","Anemone virginana","H","D",592,"2018-10-21",13,1,42,25
"5085.3","Anemone virginana","H","D",592,"2018-10-21",13,1,42,25
"5085.4","Anemone virginana","H","D",592,"2018-10-21",13,1,42,25
"5085.5","Anemone virginana","H","D",592,"2018-10-21",13,1,42,25
"5085.6","Anemone virginana","H","D",592,"2018-10-21",13,1,42,25
"5085.7","Anemone virginana","H","D",592,"2018-10-21",13,1,42,25
"5086","Anemone virginana","H","D",593,"2018-10-21",13,1,42,25
"5086.1","Anemone virginana","H","D",593,"2018-10-21",13,1,42,25
"5087","Anemone virginana","H","D",594,"2018-10-21",13,1,42,25
"5087.1","Anemone virginana","H","D",594,"2018-10-21",13,1,42,25
"5087.2","Anemone virginana","H","D",594,"2018-10-21",13,1,42,25
"5087.3","Anemone virginana","H","D",594,"2018-10-21",13,1,42,25
"5087.4","Anemone virginana","H","D",594,"2018-10-21",13,1,42,25
"5088","Anemone virginana","L","D",595,"2018-10-21",13,1,42,20
"5088.1","Anemone virginana","L","D",595,"2018-10-21",13,1,42,20
"5090","Anemone virginana","L","D",597,"2018-10-21",13,1,42,20
"5090.1","Anemone virginana","L","D",597,"2018-10-21",13,1,42,20
"5093","Thalictrum dioicum","H","D",648,"2018-10-21",13,1,42,25
"5095","Thalictrum dioicum","L","D",650,"2018-10-21",13,1,42,20
"5111","Asclepias syriaca","H","D",151,"2018-10-22",14,1,42,25
"5115","Asclepias syriaca","L","D",155,"2018-10-22",14,1,42,20
"5115.1","Asclepias syriaca","L","D",155,"2018-10-22",14,1,42,20
"5115.2","Asclepias syriaca","L","D",155,"2018-10-22",14,1,42,20
"5123","Eurbia diviricata","H","D",265,"2018-10-22",14,1,42,25
"5125","Eurbia diviricata","H","D",267,"2018-10-22",14,1,42,25
"5127","Eurbia diviricata","L","D",269,"2018-10-22",14,1,42,20
"5128","Eurbia diviricata","L","D",270,"2018-10-22",14,1,42,20
"5128.1","Eurbia diviricata","L","D",270,"2018-10-22",14,1,42,20
"5140","Polygonum virginiatum","H","D",398,"2018-10-22",14,1,42,25
"5142","Polygonum virginiatum","L","D",400,"2018-10-22",14,1,42,20
"5142.1","Polygonum virginiatum","L","D",400,"2018-10-22",14,1,42,20
"5142.2","Polygonum virginiatum","L","D",400,"2018-10-22",14,1,42,20
"5143","Polygonum virginiatum","L","D",401,"2018-10-22",14,1,42,20
"5143.1","Polygonum virginiatum","L","D",401,"2018-10-22",14,1,42,20
"5143.2","Polygonum virginiatum","L","D",401,"2018-10-22",14,1,42,20
"5161","Anemone virginana","H","D",592,"2018-10-22",14,1,42,25
"5162","Anemone virginana","H","D",593,"2018-10-22",14,1,42,25
"5163","Anemone virginana","H","D",594,"2018-10-22",14,1,42,25
"5164","Anemone virginana","L","D",595,"2018-10-22",14,1,42,20
"5164.1","Anemone virginana","L","D",595,"2018-10-22",14,1,42,20
"5165","Anemone virginana","L","D",596,"2018-10-22",14,1,42,20
"5166","Anemone virginana","L","D",597,"2018-10-22",14,1,42,20
"5166.1","Anemone virginana","L","D",597,"2018-10-22",14,1,42,20
"5171","Thalictrum dioicum","L","D",650,"2018-10-22",14,1,42,20
"5171.1","Thalictrum dioicum","L","D",650,"2018-10-22",14,1,42,20
"5186","Oenethera biennis","L","D",108,"2018-10-24",16,1,42,20
"5190","Asclepias syriaca","L","D",154,"2018-10-24",16,1,42,20
"5191","Asclepias syriaca","L","D",155,"2018-10-24",16,1,42,20
"5191.1","Asclepias syriaca","L","D",155,"2018-10-24",16,1,42,20
"5196","Cryptotaenia canadensis","L","D",202,"2018-10-24",16,1,42,20
"5199","Eurbia diviricata","H","D",265,"2018-10-24",16,1,42,25
"5200","Eurbia diviricata","H","D",266,"2018-10-24",16,1,42,25
"5215","Polygonum virginiatum","H","D",397,"2018-10-24",16,1,42,25
"5215.1","Polygonum virginiatum","H","D",397,"2018-10-24",16,1,42,25
"5218","Polygonum virginiatum","L","D",400,"2018-10-24",16,1,42,20
"5218.1","Polygonum virginiatum","L","D",400,"2018-10-24",16,1,42,20
"5218.2","Polygonum virginiatum","L","D",400,"2018-10-24",16,1,42,20
"5219","Polygonum virginiatum","L","D",401,"2018-10-24",16,1,42,20
"5219.1","Polygonum virginiatum","L","D",401,"2018-10-24",16,1,42,20
"5225","Silene vulgaris","H","D",484,"2018-10-24",16,1,42,25
"5225.1","Silene vulgaris","H","D",484,"2018-10-24",16,1,42,25
"5225.2","Silene vulgaris","H","D",484,"2018-10-24",16,1,42,25
"5228","Silene vulgaris","L","D",487,"2018-10-24",16,1,42,20
"5237","Anemone virginana","H","D",592,"2018-10-24",16,1,42,25
"5238","Anemone virginana","H","D",593,"2018-10-24",16,1,42,25
"5238.1","Anemone virginana","H","D",593,"2018-10-24",16,1,42,25
"5238.2","Anemone virginana","H","D",593,"2018-10-24",16,1,42,25
"5238.3","Anemone virginana","H","D",593,"2018-10-24",16,1,42,25
"5238.4","Anemone virginana","H","D",593,"2018-10-24",16,1,42,25
"5238.5","Anemone virginana","H","D",593,"2018-10-24",16,1,42,25
"5238.6","Anemone virginana","H","D",593,"2018-10-24",16,1,42,25
"5238.7","Anemone virginana","H","D",593,"2018-10-24",16,1,42,25
"5238.8","Anemone virginana","H","D",593,"2018-10-24",16,1,42,25
"5239","Anemone virginana","H","D",594,"2018-10-24",16,1,42,25
"5239.1","Anemone virginana","H","D",594,"2018-10-24",16,1,42,25
"5240","Anemone virginana","L","D",595,"2018-10-24",16,1,42,20
"5240.1","Anemone virginana","L","D",595,"2018-10-24",16,1,42,20
"5240.2","Anemone virginana","L","D",595,"2018-10-24",16,1,42,20
"5240.3","Anemone virginana","L","D",595,"2018-10-24",16,1,42,20
"5240.4","Anemone virginana","L","D",595,"2018-10-24",16,1,42,20
"5240.5","Anemone virginana","L","D",595,"2018-10-24",16,1,42,20
"5241","Anemone virginana","L","D",596,"2018-10-24",16,1,42,20
"5241.1","Anemone virginana","L","D",596,"2018-10-24",16,1,42,20
"5241.2","Anemone virginana","L","D",596,"2018-10-24",16,1,42,20
"5242","Anemone virginana","L","D",597,"2018-10-24",16,1,42,20
"5242.1","Anemone virginana","L","D",597,"2018-10-24",16,1,42,20
"5242.2","Anemone virginana","L","D",597,"2018-10-24",16,1,42,20
"5242.3","Anemone virginana","L","D",597,"2018-10-24",16,1,42,20
"5247","Thalictrum dioicum","L","D",650,"2018-10-24",16,1,42,20
"5270","Cryptotaenia canadensis","H","D",200,"2018-10-26",18,1,42,25
"5276","Eurbia diviricata","H","D",266,"2018-10-26",18,1,42,25
"5278","Eurbia diviricata","L","D",268,"2018-10-26",18,1,42,20
"5279","Eurbia diviricata","L","D",269,"2018-10-26",18,1,42,20
"5280","Eurbia diviricata","L","D",270,"2018-10-26",18,1,42,20
"5287","Carex grayi","H","D",359,"2018-10-26",18,1,42,25
"5291","Polygonum virginiatum","H","D",397,"2018-10-26",18,1,42,25
"5294","Polygonum virginiatum","L","D",400,"2018-10-26",18,1,42,20
"5296","Polygonum virginiatum","L","D",402,"2018-10-26",18,1,42,20
"5296.1","Polygonum virginiatum","L","D",402,"2018-10-26",18,1,42,20
"5306","Silene vulgaris","L","D",489,"2018-10-26",18,1,42,20
"5310","Silene stellata","L","D",541,"2018-10-26",18,1,42,20
"5313","Anemone virginana","H","D",592,"2018-10-26",18,1,42,25
"5314","Anemone virginana","H","D",593,"2018-10-26",18,1,42,25
"5314.1","Anemone virginana","H","D",593,"2018-10-26",18,1,42,25
"5314.2","Anemone virginana","H","D",593,"2018-10-26",18,1,42,25
"5315","Anemone virginana","H","D",594,"2018-10-26",18,1,42,25
"5315.1","Anemone virginana","H","D",594,"2018-10-26",18,1,42,25
"5315.2","Anemone virginana","H","D",594,"2018-10-26",18,1,42,25
"5316","Anemone virginana","L","D",595,"2018-10-26",18,1,42,20
"5316.1","Anemone virginana","L","D",595,"2018-10-26",18,1,42,20
"5316.2","Anemone virginana","L","D",595,"2018-10-26",18,1,42,20
"5316.3","Anemone virginana","L","D",595,"2018-10-26",18,1,42,20
"5316.4","Anemone virginana","L","D",595,"2018-10-26",18,1,42,20
"5317","Anemone virginana","L","D",596,"2018-10-26",18,1,42,20
"5317.1","Anemone virginana","L","D",596,"2018-10-26",18,1,42,20
"5317.2","Anemone virginana","L","D",596,"2018-10-26",18,1,42,20
"5317.3","Anemone virginana","L","D",596,"2018-10-26",18,1,42,20
"5317.4","Anemone virginana","L","D",596,"2018-10-26",18,1,42,20
"5317.5","Anemone virginana","L","D",596,"2018-10-26",18,1,42,20
"5317.6","Anemone virginana","L","D",596,"2018-10-26",18,1,42,20
"5318","Anemone virginana","L","D",597,"2018-10-26",18,1,42,20
"5318.1","Anemone virginana","L","D",597,"2018-10-26",18,1,42,20
"5318.2","Anemone virginana","L","D",597,"2018-10-26",18,1,42,20
"5318.3","Anemone virginana","L","D",597,"2018-10-26",18,1,42,20
"5318.4","Anemone virginana","L","D",597,"2018-10-26",18,1,42,20
"5318.5","Anemone virginana","L","D",597,"2018-10-26",18,1,42,20
"5321","Thalictrum dioicum","H","D",648,"2018-10-26",18,1,42,25
"5342","Asclepias syriaca","L","D",154,"2018-10-28",20,1,42,20
"5351","Eurbia diviricata","H","D",265,"2018-10-28",20,1,42,25
"5355","Eurbia diviricata","L","D",269,"2018-10-28",20,1,42,20
"5356","Eurbia diviricata","L","D",270,"2018-10-28",20,1,42,20
"5369","Polygonum virginiatum","H","D",399,"2018-10-28",20,1,42,25
"5369.1","Polygonum virginiatum","H","D",399,"2018-10-28",20,1,42,25
"5370","Polygonum virginiatum","L","D",400,"2018-10-28",20,1,42,20
"5371","Polygonum virginiatum","L","D",401,"2018-10-28",20,1,42,20
"5371.1","Polygonum virginiatum","L","D",401,"2018-10-28",20,1,42,20
"5372","Polygonum virginiatum","L","D",402,"2018-10-28",20,1,42,20
"5372.1","Polygonum virginiatum","L","D",402,"2018-10-28",20,1,42,20
"5389","Anemone virginana","H","D",592,"2018-10-28",20,1,42,25
"5390","Anemone virginana","H","D",593,"2018-10-28",20,1,42,25
"5390.1","Anemone virginana","H","D",593,"2018-10-28",20,1,42,25
"5393","Anemone virginana","L","D",596,"2018-10-28",20,1,42,20
"5393.1","Anemone virginana","L","D",596,"2018-10-28",20,1,42,20
"5393.2","Anemone virginana","L","D",596,"2018-10-28",20,1,42,20
"5394","Anemone virginana","L","D",597,"2018-10-28",20,1,42,20
"5394.1","Anemone virginana","L","D",597,"2018-10-28",20,1,42,20
"5400","Thalictrum dioicum","L","D",651,"2018-10-28",20,1,42,20
"5431","Eurbia diviricata","L","D",269,"2018-10-29",21,1,42,20
"5431.1","Eurbia diviricata","L","D",269,"2018-10-29",21,1,42,20
"5439","Carex grayi","H","D",359,"2018-10-29",21,1,42,25
"5442","Carex grayi","L","D",362,"2018-10-29",21,1,42,20
"5443","Polygonum virginiatum","H","D",397,"2018-10-29",21,1,42,25
"5446","Polygonum virginiatum","L","D",400,"2018-10-29",21,1,42,20
"5469","Anemone virginana","L","D",596,"2018-10-29",21,1,42,20
"5469.1","Anemone virginana","L","D",596,"2018-10-29",21,1,42,20
"5470","Anemone virginana","L","D",597,"2018-10-29",21,1,42,20
"5499","Cryptotaenia canadensis","H","D",201,"2018-10-31",23,1,42,25
"5507","Eurbia diviricata","L","D",269,"2018-10-31",23,1,42,20
"5515","Carex grayi","H","D",359,"2018-10-31",23,1,42,25
"5518","Carex grayi","L","D",362,"2018-10-31",23,1,42,20
"5522","Polygonum virginiatum","L","D",400,"2018-10-31",23,1,42,20
"5524","Polygonum virginiatum","L","D",402,"2018-10-31",23,1,42,20
"5525","Carex grisea","H","D",439,"2018-10-31",23,1,42,25
"5542","Anemone virginana","H","D",593,"2018-10-31",23,1,42,25
"5542.1","Anemone virginana","H","D",593,"2018-10-31",23,1,42,25
"5546","Anemone virginana","L","D",597,"2018-10-31",23,1,42,20
"5546.1","Anemone virginana","L","D",597,"2018-10-31",23,1,42,20
"5591","Carex grayi","H","D",359,"2018-11-02",25,1,42,25
"5591.1","Carex grayi","H","D",359,"2018-11-02",25,1,42,25
"5591.2","Carex grayi","H","D",359,"2018-11-02",25,1,42,25
"5592","Carex grayi","H","D",360,"2018-11-02",25,1,42,25
"5592.1","Carex grayi","H","D",360,"2018-11-02",25,1,42,25
"5594","Carex grayi","L","D",362,"2018-11-02",25,1,42,20
"5596","Polygonum virginiatum","H","D",398,"2018-11-02",25,1,42,25
"5596.1","Polygonum virginiatum","H","D",398,"2018-11-02",25,1,42,25
"5613","Silene stellata","H","D",540,"2018-11-02",25,1,42,25
"5618","Anemone virginana","H","D",593,"2018-11-02",25,1,42,25
"5621","Anemone virginana","L","D",596,"2018-11-02",25,1,42,20
"5621.1","Anemone virginana","L","D",596,"2018-11-02",25,1,42,20
"5665","Hesperis matronalis","L","E",329,"2018-10-15",0,1,49,20
"5665.1","Hesperis matronalis","L","E",329,"2018-10-15",0,1,49,20
"5666","Hesperis matronalis","L","E",330,"2018-10-15",0,1,49,20
"5666.1","Hesperis matronalis","L","E",330,"2018-10-15",0,1,49,20
"5681","Silene vulgaris","H","E",490,"2018-10-15",0,1,49,25
"5682","Silene vulgaris","H","E",491,"2018-10-15",0,1,49,25
"5684","Silene vulgaris","L","E",493,"2018-10-15",0,1,49,20
"5709","Phlox cuspidata","H","E",728,"2018-10-15",0,1,49,25
"5709.1","Phlox cuspidata","H","E",728,"2018-10-15",0,1,49,25
"5709.2","Phlox cuspidata","H","E",728,"2018-10-15",0,1,49,25
"5709.3","Phlox cuspidata","H","E",728,"2018-10-15",0,1,49,25
"5709.4","Phlox cuspidata","H","E",728,"2018-10-15",0,1,49,25
"5709.5","Phlox cuspidata","H","E",728,"2018-10-15",0,1,49,25
"5709.6","Phlox cuspidata","H","E",728,"2018-10-15",0,1,49,25
"5709.7","Phlox cuspidata","H","E",728,"2018-10-15",0,1,49,25
"5709.8","Phlox cuspidata","H","E",728,"2018-10-15",0,1,49,25
"5710","Phlox cuspidata","H","E",729,"2018-10-15",0,1,49,25
"5710.1","Phlox cuspidata","H","E",729,"2018-10-15",0,1,49,25
"5710.2","Phlox cuspidata","H","E",729,"2018-10-15",0,1,49,25
"5710.3","Phlox cuspidata","H","E",729,"2018-10-15",0,1,49,25
"5710.4","Phlox cuspidata","H","E",729,"2018-10-15",0,1,49,25
"5710.5","Phlox cuspidata","H","E",729,"2018-10-15",0,1,49,25
"5710.6","Phlox cuspidata","H","E",729,"2018-10-15",0,1,49,25
"5710.7","Phlox cuspidata","H","E",729,"2018-10-15",0,1,49,25
"5710.8","Phlox cuspidata","H","E",729,"2018-10-15",0,1,49,25
"5710.9","Phlox cuspidata","H","E",729,"2018-10-15",0,1,49,25
"5711","Phlox cuspidata","L","E",730,"2018-10-15",0,1,49,20
"5711.1","Phlox cuspidata","L","E",730,"2018-10-15",0,1,49,20
"5711.2","Phlox cuspidata","L","E",730,"2018-10-15",0,1,49,20
"5711.3","Phlox cuspidata","L","E",730,"2018-10-15",0,1,49,20
"5711.4","Phlox cuspidata","L","E",730,"2018-10-15",0,1,49,20
"5711.5","Phlox cuspidata","L","E",730,"2018-10-15",0,1,49,20
"5711.6","Phlox cuspidata","L","E",730,"2018-10-15",0,1,49,20
"5712","Phlox cuspidata","L","E",731,"2018-10-15",0,1,49,20
"5712.1","Phlox cuspidata","L","E",731,"2018-10-15",0,1,49,20
"5712.2","Phlox cuspidata","L","E",731,"2018-10-15",0,1,49,20
"5712.3","Phlox cuspidata","L","E",731,"2018-10-15",0,1,49,20
"5712.4","Phlox cuspidata","L","E",731,"2018-10-15",0,1,49,20
"5712.5","Phlox cuspidata","L","E",731,"2018-10-15",0,1,49,20
"5712.6","Phlox cuspidata","L","E",731,"2018-10-15",0,1,49,20
"5712.7","Phlox cuspidata","L","E",731,"2018-10-15",0,1,49,20
"5712.8","Phlox cuspidata","L","E",731,"2018-10-15",0,1,49,20
"5712.9","Phlox cuspidata","L","E",731,"2018-10-15",0,1,49,20
"5713","Oenethera biennis","H","E",109,"2018-10-17",2,1,49,25
"5713.1","Oenethera biennis","H","E",109,"2018-10-17",2,1,49,25
"5713.2","Oenethera biennis","H","E",109,"2018-10-17",2,1,49,25
"5713.3","Oenethera biennis","H","E",109,"2018-10-17",2,1,49,25
"5713.4","Oenethera biennis","H","E",109,"2018-10-17",2,1,49,25
"5713.5","Oenethera biennis","H","E",109,"2018-10-17",2,1,49,25
"5713.6","Oenethera biennis","H","E",109,"2018-10-17",2,1,49,25
"5713.7","Oenethera biennis","H","E",109,"2018-10-17",2,1,49,25
"5713.8","Oenethera biennis","H","E",109,"2018-10-17",2,1,49,25
"5713.9","Oenethera biennis","H","E",109,"2018-10-17",2,1,49,25
"5713.10","Oenethera biennis","H","E",109,"2018-10-17",2,1,49,25
"5714","Oenethera biennis","H","E",110,"2018-10-17",2,1,49,25
"5714.1","Oenethera biennis","H","E",110,"2018-10-17",2,1,49,25
"5714.2","Oenethera biennis","H","E",110,"2018-10-17",2,1,49,25
"5714.3","Oenethera biennis","H","E",110,"2018-10-17",2,1,49,25
"5714.4","Oenethera biennis","H","E",110,"2018-10-17",2,1,49,25
"5715","Oenethera biennis","H","E",111,"2018-10-17",2,1,49,25
"5715.1","Oenethera biennis","H","E",111,"2018-10-17",2,1,49,25
"5715.2","Oenethera biennis","H","E",111,"2018-10-17",2,1,49,25
"5715.3","Oenethera biennis","H","E",111,"2018-10-17",2,1,49,25
"5715.4","Oenethera biennis","H","E",111,"2018-10-17",2,1,49,25
"5715.5","Oenethera biennis","H","E",111,"2018-10-17",2,1,49,25
"5719","Asclepias syriaca","H","E",157,"2018-10-17",2,1,49,25
"5719.1","Asclepias syriaca","H","E",157,"2018-10-17",2,1,49,25
"5720","Asclepias syriaca","H","E",158,"2018-10-17",2,1,49,25
"5721","Asclepias syriaca","H","E",159,"2018-10-17",2,1,49,25
"5721.1","Asclepias syriaca","H","E",159,"2018-10-17",2,1,49,25
"5721.2","Asclepias syriaca","H","E",159,"2018-10-17",2,1,49,25
"5721.3","Asclepias syriaca","H","E",159,"2018-10-17",2,1,49,25
"5725","Cryptotaenia canadensis","H","E",205,"2018-10-17",2,1,49,25
"5726","Cryptotaenia canadensis","H","E",206,"2018-10-17",2,1,49,25
"5726.1","Cryptotaenia canadensis","H","E",206,"2018-10-17",2,1,49,25
"5727","Cryptotaenia canadensis","H","E",207,"2018-10-17",2,1,49,25
"5728","Cryptotaenia canadensis","L","E",208,"2018-10-17",2,1,49,20
"5732","Eurbia diviricata","H","E",272,"2018-10-17",2,1,49,25
"5737","Hesperis matronalis","H","E",325,"2018-10-17",2,1,49,25
"5737.1","Hesperis matronalis","H","E",325,"2018-10-17",2,1,49,25
"5737.2","Hesperis matronalis","H","E",325,"2018-10-17",2,1,49,25
"5737.3","Hesperis matronalis","H","E",325,"2018-10-17",2,1,49,25
"5737.4","Hesperis matronalis","H","E",325,"2018-10-17",2,1,49,25
"5737.5","Hesperis matronalis","H","E",325,"2018-10-17",2,1,49,25
"5737.6","Hesperis matronalis","H","E",325,"2018-10-17",2,1,49,25
"5737.7","Hesperis matronalis","H","E",325,"2018-10-17",2,1,49,25
"5737.8","Hesperis matronalis","H","E",325,"2018-10-17",2,1,49,25
"5737.9","Hesperis matronalis","H","E",325,"2018-10-17",2,1,49,25
"5737.10","Hesperis matronalis","H","E",325,"2018-10-17",2,1,49,25
